pkey,created_on,last_updated_on,version,batting_hand,style_batting,date_of_birth,place_of_birth,bowling_hand,style_bowling,bowling_type,country,fielding_pos,first_name,url_img,last_name,middle_name,playing_role,short_name,src_id,url_thumb
135,"2021-02-14 23:32:06",NULL,0,RIGHT,"Right Hand Bat",1990-04-20,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,au,NULL,"Jason Behrendorff",,,,,"Jason Behrendorff",43582,
136,"2021-02-14 23:32:06",NULL,0,LEFT,"Left hand Bat",1997-10-04,,NULL,,NULL,in,NULL,"Rishabh Pant",,,,,"RR Pant",1098,
137,"2021-02-14 23:32:06",NULL,0,LEFT,"Left hand Bat",1998-07-18,,NULL,,NULL,in,NULL,"Ishan Kishan",,,,,"Ishan Kishan",1097,
138,"2021-02-14 23:32:07",NULL,0,RIGHT,"Right Hand Bat",1987-01-30,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,au,NULL,"Ben Cutting",,,,,"Ben Cutting",780,
139,"2021-02-14 23:32:07",NULL,0,RIGHT,"Right Hand Bat",1992-05-23,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Siddhesh Lad",,,,,"Siddhesh Lad",54420,
140,"2021-02-14 23:32:07",NULL,0,LEFT,"Left Hand Bat",1987-03-11,,RIGHT,"Right Arm Medium",MEDIUM,nz,NULL,"Colin Munro",,,,,"Colin Munro",1921,
141,"2021-02-14 23:32:08",NULL,0,LEFT,"Left hand Bat",1992-12-10,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Barinder Sran",,,,,"BB Sran",785,
142,"2021-02-14 23:32:08",NULL,0,RIGHT,"Right Hand Bat",1994-12-06,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Shreyas Iyer",,,,,"SS Iyer",620,
143,"2021-02-14 23:32:08",NULL,0,LEFT,"Left hand Bat",1991-03-24,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Krunal Pandya",,,,,"KH Pandya",55237,
144,"2021-02-14 23:32:08",NULL,0,RIGHT,"Right Hand Bat",1988-09-02,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Ishant Sharma",,,,,"Ishant Sharma",665,
145,"2021-02-14 23:32:09",NULL,0,LEFT,"Left hand Bat",1981-12-12,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Yuvraj Singh",,,,,"Yuvraj Singh",622,
146,"2021-02-14 23:32:09",NULL,0,RIGHT,"Right Hand Bat",0002-11-30,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Rasikh Salam",,,,,"Rasikh Salam",94090,
147,"2021-02-14 23:32:09",NULL,0,RIGHT,"Right Hand Bat",1982-11-24,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Amit Mishra",,,,,"A Mishra",624,
148,"2021-02-14 23:32:10",NULL,0,RIGHT,"Right Hand Bat",1995-09-20,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Pankaj Jaswal",,,,,"Pankaj Jaswal",53853,
149,"2021-02-14 23:32:10",NULL,0,RIGHT,"Right Hand Bat",1998-03-28,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Anmolpreet Singh",,,,,"Anmolpreet Singh",1329,
150,"2021-02-14 23:32:10",NULL,0,RIGHT,"Right Hand Bat",1998-02-21,,RIGHT,"Right Arm Fast",FAST,wi,NULL,"Keemo Paul",,,,,"Keemo Paul",1208,
151,"2021-02-14 23:32:14",NULL,0,RIGHT,"Right Hand Bat",2001-11-10,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Riyan Parag",,,,,"R Parag",90682,
152,"2021-02-14 23:32:14",NULL,0,RIGHT,"Right Hand Bat",1989-03-06,,RIGHT,"Right Arm Fast",FAST,za,NULL,"Hardus Viljoen",,,,,"Hardus Viljoen",49716,
153,"2021-02-14 23:32:14",NULL,0,LEFT,"Left hand Bat",1997-07-09,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Aryaman Birla",,,,,"AV Birla",93410,
154,"2021-02-14 23:32:15",NULL,0,LEFT,"Left hand Bat",1999-02-05,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,in,NULL,"Arshdeep Singh",,,,,"Arshdeep Singh",93497,
155,"2021-02-14 23:32:15",NULL,0,RIGHT,"Right Hand Bat",1995-06-15,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Agnivesh Ayachi",,,,,"AC Ayachi",90741,
156,"2021-02-14 23:32:15",NULL,0,RIGHT,"Right Hand Bat",1994-10-07,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Midhun Sudhesan",,,,,"Midhun Sudhesan",93558,
157,"2021-02-14 23:32:15",NULL,0,RIGHT,"Right Hand Bat",1991-11-21,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Shashank Singh",,,,,"Shashank Singh",48347,
158,"2021-02-14 23:32:16",NULL,0,RIGHT,"Right Hand Bat",2000-08-10,india,NULL,,NULL,in,NULL,"Simran Singh",,,,,"P Simran Singh",94189,
159,"2021-02-14 23:32:16",NULL,0,RIGHT,"Right Hand Bat",1993-07-18,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Manan Vohra",,,,,"M Vohra",790,
160,"2021-02-14 23:32:16",NULL,0,RIGHT,"Right Hand Bat",1990-09-03,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Mohd Shami",,,,,"M Shami",131,
161,"2021-02-14 23:32:16",NULL,0,LEFT,"Left hand Bat",1991-06-04,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Ben Stokes",,,,,"Ben Stokes",1931,
162,"2021-02-14 23:32:17",NULL,0,RIGHT,"Right Hand Bat",1991-12-18,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Mandeep Singh",,,,,"Mandeep Singh",650,
163,"2021-02-14 23:32:17",NULL,0,RIGHT,"Right Hand Bat",1989-10-29,,RIGHT,"Right Arm Fast",FAST,in,NULL,"Varun Aaron",,,,,"Varun Aaron",655,
164,"2021-02-14 23:32:17",NULL,0,RIGHT,"Right Hand Bat",1991-08-29,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Varun Chakravarthy",,,,,"Varun Chakravarthy",90910,
165,"2021-02-14 23:32:17",NULL,0,RIGHT,"Right Hand Bat",1994-11-11,,NULL,,NULL,in,NULL,"Sanju Samson",,,,,"SV Samson",638,
166,"2021-02-14 23:32:18",NULL,0,RIGHT,"Right Hand Bat",1991-12-06,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Karun Nair",,,,,"Karun Nair",639,
167,"2021-02-14 23:32:18",NULL,0,RIGHT,"Right Hand Bat",1991-02-16,,NULL,,NULL,in,NULL,"Mayank Agarwal",,,,,"MA Agarwal",617,
168,"2021-02-14 23:32:18",NULL,0,LEFT,"Left hand Bat",1995-09-16,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Harpreet Brar",,,,,"Harpreet Brar",94939,
169,"2021-02-14 23:32:19",NULL,0,RIGHT,"Right Hand Bat",1998-10-04,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Darshan Nalkande",,,,,"DG Nalkande",94215,
170,"2021-02-14 23:32:19",NULL,0,RIGHT,"Right Hand Bat",1989-06-02,,NULL,,NULL,au,NULL,"Steve Smith",,,,,"Steve Smith",77,
171,"2021-02-14 23:32:19",NULL,0,RIGHT,"Right Hand Bat",1994-03-26,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Shubham Ranjane",,,,,"SS Ranjane",74426,
172,"2021-02-14 23:32:19",NULL,0,RIGHT,"Right Hand Bat",1993-08-04,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,en,NULL,"Liam Livingstone",,,,,"Liam Livingstone",48436,
173,"2021-02-14 23:32:20",NULL,0,RIGHT,"Right Hand Bat",1993-01-25,,RIGHT,"Right Arm Off Break",OFF_SPIN,au,NULL,"Ashton Turner",,,,,"AJ Turner",43584,
174,"2021-02-14 23:32:20",NULL,0,RIGHT,"Right Hand Bat",1988-10-20,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"K Gowtham",,,,,"K Gowtham",56341,
175,"2021-02-14 23:32:20",NULL,0,RIGHT,"Right Hand Bat",1991-10-18,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Jaydev Unadkat",,,,,"JD Unadkat",682,
176,"2021-02-14 23:32:20",NULL,0,RIGHT,"Right Hand Bat",1993-12-04,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Ankit Singh Rajpoot",,,,,"Ankit Singh Rajpoot",54221,
177,"2021-02-14 23:32:21",NULL,0,RIGHT,"Right Hand Bat",1992-04-18,,NULL,,NULL,in,NULL,"Lokesh Rahul",,,,,"KL Rahul",661,
178,"2021-02-14 23:32:21",NULL,0,RIGHT,"Right Hand Bat",1995-04-01,,RIGHT,"Right Arm Fast",FAST,en,NULL,"Jofra Archer",,,,,"Jofra Archer",57877,
179,"2021-02-14 23:32:22",NULL,0,RIGHT,"Right Hand Bat",1986-12-12,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,au,NULL,"Andrew Tye",,,,,"AJ Tye",1963,
180,"2021-02-14 23:32:22",NULL,0,RIGHT,"Right Hand Bat",1984-06-03,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Stuart Binny",,,,,"Stuart Binny",640,
181,"2021-02-14 23:32:22",NULL,0,LEFT,"Left hand Bat",1989-06-10,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"David Miller",,,,,"DA Miller",167,
182,"2021-02-14 23:32:22",NULL,0,LEFT,"Left Hand Bat",1997-02-18,,RIGHT,"Right Arm Fast",FAST,wi,NULL,"Oshane Thomas",,,,,"Oshane Thomas",52147,
183,"2021-02-14 23:32:23",NULL,0,LEFT,"Left hand Bat",1999-11-16,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Mahipal Lomror",,,,,"MK Lomror",1102,
184,"2021-02-14 23:32:23",NULL,0,LEFT,"Left hand Bat",1998-06-03,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,en,NULL,"Sam Curran",,,,,"SM Curran",1047,
185,"2021-02-14 23:32:23",NULL,0,RIGHT,"Right Hand Bat",1988-12-10,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Dhawal Kulkarni",,,,,"DS Kulkarni",643,
186,"2021-02-14 23:32:24",NULL,0,LEFT,"Left hand Bat",1979-09-21,,RIGHT,"Right Arm Off Break",OFF_SPIN,wi,NULL,"Chris Gayle",,,,,"CH Gayle",247,
187,"2021-02-14 23:32:24",NULL,0,RIGHT,"Right Hand Bat",1988-06-06,"Ashwi-KD, Maharashtra",RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Ajinkya Rahane",,,,,"AM Rahane",127,
188,"2021-02-14 23:32:24",NULL,0,RIGHT,"Right Hand Bat",1990-09-08,,NULL,,NULL,en,NULL,"Jos Buttler",,,,,"Jos Buttler",105,
189,"2021-02-14 23:32:25",NULL,0,RIGHT,"Right Hand Bat",1990-09-08,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Murugan Ashwin",,,,,"Murugan Ashwin",83940,
190,"2021-02-14 23:32:25",NULL,0,RIGHT,"Right Hand Bat",1997-10-27,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Sarfaraz Khan",,,,,"SN Khan",744,
191,"2021-02-14 23:32:25",NULL,0,RIGHT,"Right Hand Bat",1986-09-17,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Ravichandran Ashwin",,,,,"Ravichandran Ashwin",129,
192,"2021-02-14 23:32:25",NULL,0,RIGHT,"Right Hand Bat",1992-10-07,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Prashant Chopra",,,,,"P Chopra",48310,
193,"2021-02-14 23:32:26",NULL,0,RIGHT,"Right Hand Bat",2001-03-28,,RIGHT,"Right Arm Off Break",OFF_SPIN,af,NULL,"Mujeeb Ur Rahman",,,,,"Mujeeb Ur Rahman",93418,
194,"2021-02-14 23:32:26",NULL,0,RIGHT,"Right Hand Bat",1991-03-02,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Rahul Tripathi",,,,,"RA Tripathi",54129,
195,"2021-02-14 23:32:26",NULL,0,RIGHT,"Right Hand Bat",1992-10-31,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,nz,NULL,"Ish Sodhi",,,,,"Ish Sodhi",1927,
196,"2021-02-14 23:32:26",NULL,0,RIGHT,"Right Hand Bat",1993-09-04,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Shreyas Gopal",,,,,"S Gopal",703,
197,"2021-02-14 23:32:27",NULL,0,RIGHT,"Right Hand Bat",1987-02-01,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,au,NULL,"Moises Henriques",,,,,"Moises Henriques",748,
198,"2021-02-14 23:32:27",NULL,0,LEFT,"Left hand Bat",1995-10-02,,NULL,,NULL,wi,NULL,"Nicholas Pooran",,,,,"Nicholas Pooran",53715,
199,"2021-02-14 23:35:17",NULL,0,LEFT,"Left hand Bat",1989-12-30,,NULL,,NULL,in,NULL,"Saurabh Tiwary",,,,,"SS Tiwary",808,
200,"2021-02-14 23:35:17",NULL,0,RIGHT,"Right Hand Bat",1998-04-12,,RIGHT,"Right Arm Fast",FAST,in,NULL,"Digvijay Deshmukh",,,,,"Digvijay Deshmukh",96484,
201,"2021-02-14 23:35:17",NULL,0,LEFT,"Left hand Bat",1996-11-06,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Ravisrinivasan Sai Kishore",,,,,"Ravisrinivasan Sai Kishore",89978,
202,"2021-02-14 23:35:18",NULL,0,LEFT,"Left hand Bat",1991-01-08,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,au,NULL,"Josh Hazlewood",,,,,"Josh Hazlewood",91,
203,"2021-02-14 23:35:18",NULL,0,LEFT,"Left hand Bat",1998-07-15,,LEFT,"Left Arm Medium Fast",MEDIUM_FAST,in,NULL,"Mohsin Khan",,,,,"Mohsin Khan",93564,
204,"2021-02-14 23:35:18",NULL,0,RIGHT,"Right Hand Bat",1999-05-05,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Prince Balwant Rai",,,,,"Prince Balwant Rai",97128,
205,"2021-02-14 23:35:18",NULL,0,LEFT,"Left hand Bat",1990-05-03,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,au,NULL,"James Pattinson",,,,,"JL Pattinson",49105,
206,"2021-02-14 23:35:20",NULL,0,LEFT,"Left Hand Bat",1995-05-15,,RIGHT,"Right Arm Fast",FAST,in,NULL,"Tushar Deshpande",,,,,"Tushar Deshpande",48348,
207,"2021-02-14 23:35:21",NULL,0,RIGHT,"Right Hand Bat",1992-05-25,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Tajinder Dhillon",,,,,"Tajinder Dhillon",90680,
208,"2021-02-14 23:35:21",NULL,0,RIGHT,"Right Hand Bat",1992-10-27,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,au,NULL,"Daniel Sams",,,,,"DR Sams",93372,
209,"2021-02-14 23:35:21",NULL,0,RIGHT,"Right Hand Bat",1988-10-04,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Chris Jordan",,,,,"CJ Jordan",454,
210,"2021-02-14 23:35:21",NULL,0,LEFT,"Left Hand Bat",1991-08-27,,NULL,,NULL,au,NULL,"Alex Carey",,,,,"Alex Carey",55106,
211,"2021-02-14 23:35:22",NULL,0,LEFT,"Left Hand Bat",1990-09-17,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,nz,NULL,"James Neesham",,,,,"James Neesham",31430,
212,"2021-02-14 23:35:22",NULL,0,RIGHT,"Right Hand Bat",1997-01-03,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Lalit Yadav",,,,,"Lalit Yadav",93406,
213,"2021-02-14 23:35:22",NULL,0,RIGHT,"Right Hand Bat",2000-09-05,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Ravi Bishnoi",,,,,"Ravi Bishnoi",94752,
214,"2021-02-14 23:35:23",NULL,0,RIGHT,"Right Hand Bat",1988-10-14,,RIGHT,"Right Arm Off Break",OFF_SPIN,au,NULL,"Glenn Maxwell",,,,,"Glenn Maxwell",81,
215,"2021-02-14 23:35:23",NULL,0,RIGHT,"Right Hand Bat",1998-09-05,,RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Ishan Porel",,,,,"IC Porel",90408,
216,"2021-02-14 23:35:23",NULL,0,RIGHT,"Right Hand Bat",1989-08-19,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,wi,NULL,"Sheldon Cottrell",,,,,"Sheldon Cottrell",50108,
217,"2021-02-14 23:35:25",NULL,0,RIGHT,"Right Hand Bat",2001-10-28,"Jammu & Kashmir",RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Abdul Samad",,,,,"Abdul Samad",94721,
218,"2021-02-14 23:35:26",NULL,0,LEFT,"Left hand Bat",1994-12-12,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Shahbaz Ahmed",,,,,"Shahbaz Ahmed",94088,
219,"2021-02-14 23:35:26",NULL,0,RIGHT,"Right Hand Bat",1986-11-17,,LEFT,"Left Arm Orthodox",OFF_SPIN,au,NULL,"Aaron Finch",,,,,"Aaron Finch",73,
220,"2021-02-14 23:35:26",NULL,0,LEFT,"Left hand Bat",1997-12-08,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Virat Singh",,,,,"Virat Singh",48481,
221,"2021-02-14 23:35:26",NULL,0,RIGHT,"Right Hand Bat",1988-02-17,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,lk,NULL,"Isuru Udana",,,,,"Isuru Udana",43983,
222,"2021-02-14 23:35:27",NULL,0,RIGHT,"Right Hand Bat",1997-06-01,,NULL,,NULL,au,NULL,"Josh Philippe",,,,,"JR Philippe",93388,
223,"2021-02-14 23:35:27",NULL,0,LEFT,"Left hand Bat",1995-05-10,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Sanjay Yadav",,,,,"R Sanjay Yadav",90016,
224,"2021-02-14 23:35:27",NULL,0,RIGHT,"Right Hand Bat",1995-05-07,,LEFT,"Left Arm Orthodox",OFF_SPIN,wi,NULL,"Fabian Allen",,,,,"Fabian Allen",60814,
225,"2021-02-14 23:35:28",NULL,0,RIGHT,"Right Hand Bat",1992-03-31,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,au,NULL,"Adam Zampa",,,,,"A Zampa",1965,
226,"2021-02-14 23:35:28",NULL,0,LEFT,"Left hand Bat",1989-09-16,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Pavan Deshpande",,,,,"PU Deshpande",55775,
227,"2021-02-14 23:35:28",NULL,0,RIGHT,"Right Hand Bat",2000-11-30,"Meerut, U.P",RIGHT,"Right Arm Medium",MEDIUM,in,NULL,"Priyam Garg",,,,,"Priyam Garg",93957,
228,"2021-02-14 23:35:28",NULL,0,LEFT,"Left Hand Bat",1992-04-25,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Sandeep Bavanaka",,,,,"Sandeep Bavanaka",54624,
229,"2021-02-14 23:35:29",NULL,0,RIGHT,"Right Hand Bat",1991-10-20,,RIGHT,"Right Arm Medium",MEDIUM,au,NULL,"Mitchell Marsh",,,,,"MR Marsh",83,
230,"2021-02-14 23:35:31",NULL,0,LEFT,"Left hand Bat",2001-12-28,,NULL,,NULL,in,NULL,"Yashasvi Jaiswal",,,,,"Yashasvi Jaiswal",94184,
231,"2021-02-14 23:35:31",NULL,0,LEFT,"Left hand Bat",1999-10-17,,NULL,,NULL,in,NULL,"Anuj Rawat",,,,,"Anuj Rawat",93352,
232,"2021-02-14 23:35:31",NULL,0,RIGHT,"Right Hand Bat",1987-11-07,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Anirudha Joshi",,,,,"Anirudha Joshi",56298,
233,"2021-02-14 23:35:32",NULL,0,RIGHT,"Right Hand Bat",1995-03-12,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Tom Curran",,,,,"Tom Curran",43389,
234,"2021-02-14 23:35:32",NULL,0,RIGHT,"Right Hand Bat",2000-11-08,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,in,NULL,"Kartik Tyagi",,,,,"Kartik Tyagi",93340,
235,"2021-02-14 23:35:33",NULL,0,RIGHT,"Right Hand Bat",2002-04-26,,LEFT,"Left Arm Fast",FAST,in,NULL,"Akash Singh",,,,,"Akash Singh",94847,
236,"2021-02-14 23:35:36",NULL,0,RIGHT,"Right Hand Bat",1998-11-11,,NULL,,NULL,en,NULL,"Tom Banton",,,,,"T Banton",51266,
237,"2021-02-14 23:35:36",NULL,0,RIGHT,"Right Hand Bat",1990-12-13,,RIGHT,"Right Arm Fast",FAST,us,NULL,"Ali Khan",,,,,"Ali Khan",90815,
238,"2021-02-14 23:35:37",NULL,0,RIGHT,"Right Hand Bat",1993-10-01,,RIGHT,"Right Arm Off Break",OFF_SPIN,au,NULL,"Chris Green",,,,,"Chris Green",43448,
239,"2021-02-14 23:35:37",NULL,0,RIGHT,"Right Hand Bat",1998-07-03,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"M Siddharth",,,,,"M Siddharth",90907,
240,"2021-02-14 23:35:37",NULL,0,LEFT,"Left hand Bat",1986-09-10,,RIGHT,"Right Arm Medium",MEDIUM,en,NULL,"Eoin Morgan",,,,,"EJG Morgan",101,
241,"2021-02-14 23:35:37",NULL,0,RIGHT,"Right Hand Bat",1993-05-08,,RIGHT,"Right Arm Fast",FAST,au,NULL,"Pat Cummins",,,,,"Pat Cummins",388,
242,"2021-02-14 23:35:47",NULL,0,RIGHT,"Right Hand Bat",1991-11-05,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,wi,NULL,"Jason Holder",,,,,"Jason Holder",271,
243,"2021-02-14 23:37:06",NULL,0,RIGHT,"Right Hand Bat",1994-12-14,,NULL,,NULL,nz,NULL,"Tim Seifert",,,,,"TL Seifert",16511,
244,"2021-02-14 23:37:12",NULL,0,RIGHT,"Right Hand Bat",1993-07-01,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Praveen Dubey",,,,,"P Dubey",56322,
245,"2021-02-14 23:37:51",NULL,0,RIGHT,"Right Hand Bat",1990-04-21,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Kshitiz Sharma",,,,,"Kshitiz Sharma",55760,
246,"2021-02-14 23:37:52",NULL,0,RIGHT,"Right Hand Bat",1989-09-10,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Sharad Lumba",,,,,"SR Lumba",90678,
247,"2021-02-14 23:37:52",NULL,0,LEFT,"Left hand Bat",1993-10-04,,RIGHT,"Right Arm Off Break",OFF_SPIN,lk,NULL,"Akila Dananjaya",,,,,"A Dananjaya",43682,
248,"2021-02-14 23:37:52",NULL,0,LEFT,"Left Hand Bat",1995-09-06,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,bd,NULL,"Mustafizur Rahman",,,,,"Mustafizur Rahman",1745,
249,"2021-02-14 23:37:53",NULL,0,RIGHT,"Right Hand Bat",1990-01-11,,RIGHT,"Right Arm Fast",FAST,en,NULL,"Mark Wood",,,,,"Mark Wood",49060,
250,"2021-02-14 23:37:53",NULL,0,LEFT,"Left hand Bat",1984-04-14,,RIGHT,"Right Arm Off Break",OFF_SPIN,za,NULL,"Jean-Paul Duminy",,,,,"JP Duminy",169,
251,"2021-02-14 23:37:53",NULL,0,RIGHT,"Right Hand Bat",1991-09-05,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"M Nidheesh",,,,,"M Nidheesh",54530,
252,"2021-02-14 23:37:53",NULL,0,RIGHT,"Right Hand Bat",1990-11-05,,LEFT,"Left Arm Fast",FAST,in,NULL,"Pradeep Sangwan",,,,,"Pradeep Sangwan",54571,
253,"2021-02-14 23:37:54",NULL,0,RIGHT,"Right Hand Bat",1997-11-04,,LEFT,"Left Arm Medium",MEDIUM,in,NULL,"Kanishk Seth",,,,,"KK Seth",48482,
254,"2021-02-14 23:37:56",NULL,0,LEFT,"Left hand Bat",1981-10-14,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Gautam Gambhir",,,,,"G Gambhir",596,
255,"2021-02-14 23:37:56",NULL,0,RIGHT,"Right Hand Bat",1992-09-16,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,in,NULL,"Sayan Ghosh",,,,,"Sayan Ghosh",90395,
256,"2021-02-14 23:37:57",NULL,0,RIGHT,"Right Hand Bat",1989-12-29,,RIGHT,"Right Arm Medium",MEDIUM,za,NULL,"Junior Dala",,,,,"CJ Dala",47568,
257,"2021-02-14 23:37:57",NULL,0,RIGHT,"Right Hand Bat",1983-05-04,,RIGHT,"Right Arm Medium Fast",MEDIUM_FAST,au,NULL,"Daniel Christian",,,,,"Daniel Christian",43544,
258,"2021-02-14 23:37:57",NULL,0,RIGHT,"Right Hand Bat",1993-11-01,,RIGHT,"Right Arm Off Break",OFF_SPIN,in,NULL,"Manzoor Dar",,,,,"Manzoor Dar",90675,
259,"2021-02-14 23:37:57",NULL,0,LEFT,"Left Hand Bat",1994-06-23,,LEFT,"Left Arm Fast Medium",FAST_MEDIUM,au,NULL,"Ben Dwarshuis",,,,,"Ben Dwarshuis",43605,
260,"2021-02-14 23:37:58",NULL,0,RIGHT,"Right Hand Bat",1996-11-11,,LEFT,"Left Arm Orthodox",OFF_SPIN,in,NULL,"Mayank Dagar",,,,,"MJ Dagar",1275,
261,"2021-02-14 23:37:58",NULL,0,RIGHT,"Right Hand Bat",1985-11-14,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Manoj Tiwary",,,,,"MK Tiwary",681,
262,"2021-02-14 23:37:58",NULL,0,RIGHT,"Right Hand Bat",1985-08-21,,RIGHT,"Right Arm Leg Spin",LEG_SPIN,in,NULL,"Pardeep Sahu",,,,,"Pardeep Sahu",783,
263,"2021-02-14 23:37:58",NULL,0,RIGHT,"Right Hand Bat",1983-07-20,,NULL,,NULL,in,NULL,"Naman Ojha",,,,,"NV Ojha",662,
264,"2021-02-14 23:37:59",NULL,0,RIGHT,"Right Hand Bat",1990-07-21,,NULL,,NULL,en,NULL,"Jason Roy",,,,,"Jason Roy",1929,
265,"2021-02-14 23:37:59",NULL,0,RIGHT,"Right Hand Bat",1985-04-06,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,en,NULL,"Liam Plunkett",,,,,"Liam Plunkett",1947,
266,"2021-02-14 23:38:01",NULL,0,LEFT,"Left hand Bat",1990-01-30,,LEFT,"Left Arm Fast",FAST,au,NULL,"Mitchell Starc",,,,,"Mitchell Starc",89,
267,"2021-02-14 23:38:01",NULL,0,RIGHT,"Right Hand Bat",1981-09-27,,RIGHT,"Right Arm Medium",MEDIUM,nz,NULL,"Brendon McCullum",,,,,"Brendon McCullum",29,
268,"2021-02-14 23:38:02",NULL,0,RIGHT,"Right Hand Bat",1986-12-21,,RIGHT,"Right Arm Fast Medium",FAST_MEDIUM,wi,NULL,"Javon Searles",,,,,"JPR Scantlebury-Searles",50094,
